#,Context,Name,Version,License,Comment
143,python,livekit-protocol,1.1.6,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
144,npm,lodash.debounce,4.0.8,MIT,Syft scan (2026-07-02T06:42:43Z)
145,npm,loglevel,1.9.1,MIT,Syft scan (2026-07-02T06:42:43Z)
146,npm,loglevel,1.9.2,MIT,Syft scan (2026-07-02T06:42:43Z)
147,npm,lucide-react,0.460.0,ISC,Syft scan (2026-07-02T06:42:43Z)
148,python,mako,1.3.11,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
149,python,markdown-it-py,4.0.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
150,python,markupsafe,3.0.3,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
151,python,mdurl,0.1.2,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
152,python,multidict,6.7.1,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
153,python,mypy,1.20.2,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
154,python,mypy-extensions,1.1.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
155,python,nest-asyncio,1.6.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
156,npm,next-themes,0.4.6,MIT,Syft scan (2026-07-02T06:42:43Z)
157,python,nodeenv,1.10.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
158,python,numpy,2.4.4,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
159,python,onnxruntime,1.25.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
160,python,openai,2.32.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
161,python,openrouter,0.10.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
162,python,opentelemetry-api,1.39.1,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
163,python,opentelemetry-exporter-otlp,1.39.1,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
164,python,opentelemetry-exporter-otlp-proto-common,1.39.1,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
165,python,opentelemetry-exporter-otlp-proto-grpc,1.39.1,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
166,python,opentelemetry-exporter-otlp-proto-http,1.39.1,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
167,python,opentelemetry-proto,1.39.1,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
168,python,opentelemetry-sdk,1.39.1,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
169,python,opentelemetry-semantic-conventions,0.60b1,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
170,python,packaging,26.2,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
171,python,pathspec,1.1.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
172,python,pillow,12.2.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
173,python,platformdirs,4.9.6,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
174,python,pluggy,1.6.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
175,python,pre-commit,4.6.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
176,python,prometheus-client,0.22.1,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
177,python,prometheus-fastapi-instrumentator,7.1.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
178,python,propcache,0.4.1,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
179,python,proto-plus,1.27.2,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
180,python,protobuf,6.33.6,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
181,python,psutil,7.2.2,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
182,python,psycopg,3.3.3,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
183,python,psycopg-binary,3.3.3,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
184,python,pyasn1,0.6.3,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
185,python,pyasn1-modules,0.4.2,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
186,python,pycparser,3.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
187,python,pydantic,2.13.3,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
188,python,pydantic-core,2.46.3,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
189,python,pydantic-settings,2.14.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
190,python,pygments,2.20.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
191,python,pyjwt,2.12.1,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
192,python,pytest,8.4.2,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
193,python,pytest-asyncio,0.24.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
194,python,python-discovery,1.2.2,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
195,python,python-dotenv,1.2.2,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
196,python,pyyaml,6.0.3,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
197,npm,radix-ui,1.4.3,MIT,Syft scan (2026-07-02T06:42:43Z)
198,npm,react,19.2.5,MIT,Syft scan (2026-07-02T06:42:43Z)
199,npm,react-dom,19.2.5,MIT,Syft scan (2026-07-02T06:42:43Z)
200,npm,react-remove-scroll,2.7.2,MIT,Syft scan (2026-07-02T06:42:43Z)
201,npm,react-remove-scroll-bar,2.3.8,MIT,Syft scan (2026-07-02T06:42:43Z)
202,npm,react-router,7.14.2,MIT,Syft scan (2026-07-02T06:42:43Z)
203,npm,react-router-dom,7.14.2,MIT,Syft scan (2026-07-02T06:42:43Z)
204,npm,react-style-singleton,2.2.3,MIT,Syft scan (2026-07-02T06:42:43Z)
205,python,referencing,0.37.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
206,python,requests,2.33.1,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
207,python,rich,15.0.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
208,python,rpds-py,0.30.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
209,python,ruff,0.7.4,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
210,npm,rxjs,7.8.2,Apache-2.0,Syft scan (2026-07-02T06:42:43Z)
211,npm,scheduler,0.27.0,MIT,Syft scan (2026-07-02T06:42:43Z)
212,npm,sdp,3.2.2,MIT,Syft scan (2026-07-02T06:42:43Z)
213,npm,sdp-transform,2.15.0,MIT,Syft scan (2026-07-02T06:42:43Z)
214,npm,set-cookie-parser,2.7.2,MIT,Syft scan (2026-07-02T06:42:43Z)
215,python,shellingham,1.5.4,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
216,python,sniffio,1.3.1,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
217,npm,sonner,2.0.7,MIT,Syft scan (2026-07-02T06:42:43Z)
218,python,sounddevice,0.5.5,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
219,python,sqlalchemy,2.0.49,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
220,python,starlette,0.46.2,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
221,python,structlog,24.4.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
222,npm,tailwind-merge,2.6.1,MIT,Syft scan (2026-07-02T06:42:43Z)
223,npm,taskorbit-frontend,0.1.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
224,python,tenacity,9.1.4,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
225,python,tqdm,4.67.3,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
226,npm,tslib,2.8.1,0BSD,Syft scan (2026-07-02T06:42:43Z)
227,npm,typed-emitter,2.1.0,MIT,Syft scan (2026-07-02T06:42:43Z)
228,python,typer,0.25.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
229,python,types-protobuf,7.34.1.20260408,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
230,python,typing-extensions,4.15.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
231,python,typing-inspection,0.4.2,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
232,python,tzdata,2026.2,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
233,python,urllib3,2.6.3,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
234,npm,use-callback-ref,1.3.3,MIT,Syft scan (2026-07-02T06:42:43Z)
235,npm,use-sidecar,1.1.3,MIT,Syft scan (2026-07-02T06:42:43Z)
236,npm,use-sync-external-store,1.6.0,MIT,Syft scan (2026-07-02T06:42:43Z)
237,npm,usehooks-ts,3.1.1,MIT,Syft scan (2026-07-02T06:42:43Z)
238,python,uvicorn,0.32.1,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
239,python,uvloop,0.22.1,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
240,python,virtualenv,21.2.4,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
241,python,watchfiles,1.1.1,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
242,npm,webrtc-adapter,9.0.5,BSD-3-Clause,Syft scan (2026-07-02T06:42:43Z)
243,python,websockets,15.0.1,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
244,python,yarl,1.23.0,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
245,python,zipp,3.23.1,UNKNOWN,Syft scan (2026-07-02T06:42:43Z)
